trophicDiet,trophicOrig,Picture,rachelSpp,rachelCommon,trophicLevel,trophicLevel.se,spp,common,phylum,taxLvl,species,genus,family,order,class,superclass,subphylum,kingdom,raw.spp,isSpecies,correctSpp
,,,,,NA,NA,Selene,moonfishes,Chordata,Genus,NA,Selene,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SELEE,FALSE,TRUE
n,y,y,Selene setapinnis,Atlantic moonfish,3.72,0.52,Selene setapinnis,Atlantic moonfish,Chordata,Species,Selene setapinnis,Selene,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SELENE SETAPINNIS,TRUE,TRUE
y,y,y,Selene vomer,loockdown,4.29,0.35,Selene vomer,lookdown,Chordata,Species,Selene vomer,Selene,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SELENE VOMER,TRUE,TRUE
,,,,,NA,NA,Semaeostomae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMAEOSTOMAE,FALSE,TRUE
NA,NA,NA,Semirossia equalis,greater shining bobtail,NA,NA,Semirossia equalis,Bobtail squid,Mollusca,Species,Semirossia equalis,Semirossia,Sepiolidae,Sepiolida,Cephalopoda,NA,NA,Animalia,SEMIROSSIA EQUALIS,TRUE,TRUE
NA,NA,y,Semirossia tenera,lesser shining bobtail,NA,NA,Semirossia tenera,Bobtail squid,Mollusca,Species,Semirossia tenera,Semirossia,Sepiolidae,Sepiolida,Cephalopoda,NA,NA,Animalia,SEMIROSSIA TEERA,TRUE,TRUE
NA,NA,y,Semirossia tenera,lesser shining bobtail,NA,NA,Semirossia tenera,Bobtail squid,Mollusca,Species,Semirossia tenera,Semirossia,Sepiolidae,Sepiolida,Cephalopoda,NA,NA,Animalia,SEMIROSSIA TENERA,TRUE,TRUE
,,,,,NA,NA,Sepiolidae,bobtail squids,Mollusca,Family,NA,NA,Sepiolidae,Sepiolida,Cephalopoda,NA,NA,Animalia,SEPIOLIDAE,FALSE,TRUE
,,,,,NA,NA,Sergestes,NA,Arthropoda,Genus,NA,Sergestes,Sergestidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SERGESTES  SP.,FALSE,TRUE
,,,,,NA,NA,Sergestes,NA,Arthropoda,Genus,NA,Sergestes,Sergestidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Sergestes sp.,FALSE,TRUE
,,,,,NA,NA,Sergestes,NA,Arthropoda,Genus,NA,Sergestes,Sergestidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Sergestes spp.,FALSE,TRUE
NA,NA,NA,Sergestes arcticus,NA,NA,NA,Sergestes arcticus,NA,Arthropoda,Species,Sergestes arcticus,Sergestes,Sergestidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SERGESTES ARCTICUS,TRUE,TRUE
NA,NA,y,Sergestes similis,midwater shrimp,NA,NA,Sergestes similis,midwater shrimp,Arthropoda,Species,Sergestes similis,Sergestes,Sergestidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Sergestes similis,TRUE,TRUE
,,,,,NA,NA,Sergestidae,sergestid shrimps,Arthropoda,Family,NA,NA,Sergestidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Sergestidae,FALSE,TRUE
,,,,,NA,NA,Sergestidae,sergestid shrimps,Arthropoda,Family,NA,NA,Sergestidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SERGESTIDAE,FALSE,TRUE
,,,,,NA,NA,Sergia,sakura shrimp,Arthropoda,Genus,NA,Sergia,Sergestidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SERGIA SP.,FALSE,TRUE
NA,NA,NA,Sergia robusta,NA,NA,NA,Sergia robusta,NA,Arthropoda,Species,Sergia robusta,Sergia,Sergestidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SERGIA ROBUSTA,TRUE,TRUE
,,,,,NA,NA,Seriola,amberfishes,Chordata,Genus,NA,Seriola,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERIOLA,FALSE,TRUE
y,n,y,Seriola dumerili,greater amberjack,4.36,0.73,Seriola dumerili,greater amberjack,Chordata,Species,Seriola dumerili,Seriola,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERIOLA DUMERILI,TRUE,TRUE
n,y,y,Seriola fasciata,lesser amberjack,4.5,0.62,Seriola fasciata,lesser amberjack,Chordata,Species,Seriola fasciata,Seriola,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERIOLA FASCIATA,TRUE,TRUE
y,y,y,Seriola rivoliana,longfin yellowtail,4.45,0.66,Seriola ravoliana,NA,Chordata,Species,Seriola rivoliana,Seriola,Carangidae,Carangiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERIOLA RIVOLIAA,TRUE,TRUE
y,y,y,Seriola rivoliana,longfin yellowtail,4.45,0.66,Seriola rivoliana,NA,Chordata,Species,Seriola rivoliana,Seriola,Carangidae,Carangiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERIOLA RIVOLIANA,TRUE,TRUE
y,y,y,Seriola zonata,banded rudderfish,4.47,0.79,Seriola zonata,banded rudderfish,Chordata,Species,Seriola zonata,Seriola,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERIOLA ZOATA,TRUE,TRUE
y,y,y,Seriola zonata,banded rudderfish,4.47,0.79,Seriola zonata,banded rudderfish,Chordata,Species,Seriola zonata,Seriola,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERIOLA ZONATA,TRUE,TRUE
n,y,y,Seriphus politus,queen croaker,3.7,0.57,Seriphus politus,NA,Chordata,Species,Seriphus politus,Seriphus,Sciaenidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Seriphus politus,TRUE,TRUE
,,,,,NA,NA,Serpula,cuc de closca,Annelida,Genus,NA,Serpula,Serpulidae,Canalipalpata,Sedentaria,NA,Polychaeta,Animalia,Serpula sp.,FALSE,TRUE
NA,NA,y,Serpula columbiana,NA,NA,NA,Serpula columbiana,NA,Annelida,Species,Serpula columbiana,Serpula,Serpulidae,Canalipalpata,Sedentaria,NA,Polychaeta,Animalia,Serpula columbiana,TRUE,TRUE
NA,NA,y,Serpula vermicularis,serpulid worm,NA,NA,Serpula vermicularis,cuc de closca,Annelida,Species,Serpula vermicularis,Serpula,Serpulidae,Canalipalpata,Sedentaria,NA,Polychaeta,Animalia,Serpula vermicularis,TRUE,TRUE
,,,,,NA,NA,Serpulidae,Kalkr_hrenw_rmer,Annelida,Family,NA,NA,Serpulidae,Canalipalpata,Sedentaria,NA,Polychaeta,Animalia,Serpulidae,FALSE,TRUE
NA,NA,y,Serraniculus pumilio,pygmy sea bass,NA,NA,Serraiculus pumilio,pygmy sea bass,Chordata,Species,Serraniculus pumilio,Serraniculus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERRAICULUS PUMILIO,TRUE,TRUE
,,,,,NA,NA,Serranidae,sea basses,Chordata,Family,NA,NA,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERRANIDAE,FALSE,TRUE
,,,,,NA,NA,Serraninae,NA,Chordata,Subfamily,NA,NA,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERRAIDAE,FALSE,TRUE
,,,,,NA,NA,Serranus,Harlikinbars,Chordata,Genus,NA,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERRAUS,FALSE,TRUE
NA,NA,y,Serranus atrobranchus,blackbear bass,NA,NA,Serranus atrobranchus,blackear bass,Chordata,Species,Serranus atrobranchus,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERRANUS ATROBRANCHUS,TRUE,TRUE
NA,NA,y,Serranus notospilus,saddle bass,NA,NA,Serranus notospilus,saddle bass,Chordata,Species,Serranus notospilus,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERRAUS OTOSPILUS,TRUE,TRUE
n,y,y,Serranus phoebe,tattler,3.5,0.5,Serranus phoebe,tattler,Chordata,Species,Serranus phoebe,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERRANUS PHOEBE,TRUE,TRUE
n,y,y,Serranus phoebe,tattler,3.5,0.5,Serranus phoebe,tattler,Chordata,Species,Serranus phoebe,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERRAUS PHOEBE,TRUE,TRUE
NA,NA,y,Serranus subligarius,belted sandfish,NA,NA,Serranus subligarius,belted sandfish,Chordata,Species,Serranus subligarius,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERRANUS SUBLIGARIUS,TRUE,TRUE
NA,NA,y,Serranus subligarius,belted sandfish,NA,NA,Serranus subligarius,belted sandfish,Chordata,Species,Serranus subligarius,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERRAUS SUBLIGARIUS,TRUE,TRUE
NA,NA,y,Serranus atrobranchus,blackbear bass,NA,NA,Serraus atrobrachus,blackear bass,Chordata,Species,Serranus atrobranchus,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERRAUS ATROBRACHUS,TRUE,TRUE
,,,,,NA,NA,Serripes,cockle,Mollusca,Genus,NA,Serripes,Cardiidae,Veneroida,Bivalvia,NA,NA,Animalia,Serripes sp.,FALSE,TRUE
NA,NA,NA,Serripes groenlandicus,greenland smoothcockle,NA,NA,Serripes groenlandica,NA,Mollusca,Species,Serripes groenlandicus,Serripes,Cardiidae,Veneroida,Bivalvia,NA,NA,Animalia,SERRIPES GROENLANDICA,TRUE,TRUE
NA,NA,NA,Serripes groenlandicus,greenland smoothcockle,NA,NA,Serripes groenlandicus,Greenland cockle,Mollusca,Species,Serripes groenlandicus,Serripes,Cardiidae,Veneroida,Bivalvia,NA,NA,Animalia,Serripes groenlandicus,TRUE,TRUE
NA,NA,NA,Serripes groenlandicus,greenland smoothcockle,NA,NA,Serripes groenlandicus,Greenland cockle,Mollusca,Species,Serripes groenlandicus,Serripes,Cardiidae,Veneroida,Bivalvia,NA,NA,Animalia,SERRIPES GROENLANDICUS,TRUE,TRUE
NA,NA,NA,Serripes laperousii,broad smoothcockle,NA,NA,Serripes laperousii,broad cockle,Mollusca,Species,Serripes laperousii,Serripes,Cardiidae,Veneroida,Bivalvia,NA,NA,Animalia,Serripes laperousii,TRUE,TRUE
NA,NA,NA,Serripes notabilis,oblique smoothcockle,NA,NA,Serripes notabilis,oblique smoothcockle,Mollusca,Species,Serripes notabilis,Serripes,Cardiidae,Veneroida,Bivalvia,NA,NA,Animalia,Serripes notabilis,TRUE,TRUE
,,,,,NA,NA,Serrivomer,Sardel balbonsk_,Chordata,genus,NA,Serrivomer,Serrivomeridae,Anguilliformes,Actinopteri,Actinopterygii,Craniata,Metazoa,Serrivomer sp.,FALSE,TRUE
n,y,n,Serrivomer beanii,stout sawpalate,3.88,0.64,Serrivomer beanii,sawtooth eel,Chordata,Species,Serrivomer beanii,Serrivomer,Serrivomeridae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SERRIVOMER BEANI,TRUE,TRUE
NA,NA,NA,Serrivomer jesperseni,crossthroat sawpalate,NA,NA,Serrivomer jesperseni,flat anchovy,Chordata,Species,Serrivomer jesperseni,Serrivomer,Serrivomeridae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Serrivomer jesperseni,TRUE,TRUE
n,y,n,Serrivomer sector,sawtooth eel,3.83,0.54,Serrivomer sector,corded whelk,Chordata,Species,Serrivomer sector,Serrivomer,Serrivomeridae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Serrivomer sector,TRUE,TRUE
,,,,,NA,NA,Serrivomeridae,sawtooth eels,Chordata,Family,NA,NA,Serrivomeridae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Serrivomeridae,FALSE,TRUE
,,,,,NA,NA,Sertularia,NA,Cnidaria,genus,NA,Sertularia,Sertulariidae,Hydroida,Hydrozoa,NA,NA,Metazoa,SERTULARIA SP.,FALSE,TRUE
,,,,,NA,NA,Sertulariidae,NA,Cnidaria,Family,NA,NA,Sertulariidae,Leptothecatae,Hydrozoa,NA,Medusozoa,Animalia,Sertulariidae unid.,FALSE,TRUE
,,,,,NA,NA,Sesarma,heavy marsh crab,Arthropoda,Genus,NA,Sesarma,Sesarmidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SESARMA,FALSE,TRUE
,,,,,NA,NA,Shark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SHARK (NS),FALSE,FALSE
,,,,,NA,NA,Shark unident.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shark unident.,TRUE,FALSE
NA,NA,y,Sicyonia brevirostris,rock shrimp,NA,NA,Sicyoia brevirostris,brown rock shrimp,Arthropoda,Species,Sicyonia brevirostris,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SICYOIA BREVIROSTRIS,TRUE,TRUE
NA,NA,NA,Sicyonia burkenroadi,spiny rock shrimp,NA,NA,Sicyoia burkeroadi,spiny rock shrimp,Arthropoda,Species,Sicyonia burkenroadi,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SICYOIA BURKEROADI,TRUE,TRUE
NA,NA,NA,Sicyonia dorsalis,lesser rock shrimp,NA,NA,Sicyoia dorsalis,lesser rock shrimp,Arthropoda,Species,Sicyonia dorsalis,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SICYOIA DORSALIS,TRUE,TRUE
,,,,,NA,NA,Sicyonia,rock shrimps,Arthropoda,Genus,NA,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SICYOIA,FALSE,TRUE
NA,NA,y,Sicyonia brevirostris,rock shrimp,NA,NA,Sicyonia brevirostris,brown rock shrimp,Arthropoda,Species,Sicyonia brevirostris,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SICYONIA BREVIROSTRIS,TRUE,TRUE
NA,NA,NA,Sicyonia ingentis,ridgeback rock shrimp,NA,NA,Sicyonia ingentis,ridgeback rock shrimp,Arthropoda,Species,Sicyonia ingentis,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Sicyonia ingentis,TRUE,TRUE
NA,NA,NA,Sicyonia laevigata,rock shrimp,NA,NA,Sicyonia laevigata,cacahuete,Arthropoda,Species,Sicyonia laevigata,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SICYOIA LAEVIGATA,TRUE,TRUE
NA,NA,NA,Sicyonia laevigata,rock shrimp,NA,NA,Sicyonia laevigata,cacahuete,Arthropoda,Species,Sicyonia laevigata,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SICYONIA LAEVIGATA,TRUE,TRUE
NA,NA,NA,Sicyonia parri,NA,NA,NA,Sicyonia parri,NA,Arthropoda,Species,Sicyonia parri,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SICYOIA PARRI,TRUE,TRUE
NA,NA,NA,Sicyonia stimpsoni,eyespot rock shrimp,NA,NA,Sicyonia stimpsoni,eyespot rock shrimp,Arthropoda,Species,Sicyonia stimpsoni,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SICYOIA STIMPSOI,TRUE,TRUE
NA,NA,NA,Sicyonia typica,kinglet rock shrimp,NA,NA,Sicyonia typica,kinglet rock shrimp,Arthropoda,Species,Sicyonia typica,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SICYOIA TYPICA,TRUE,TRUE
,,,,,NA,NA,Sicyonis,NA,Cnidaria,Genus,NA,Sicyonis,Actinostolidae,Actiniaria,Anthozoa,NA,Anthozoa,Animalia,Sicyonis spp.,FALSE,TRUE
NA,NA,NA,Sigmops gracilis,slender fangjaw,NA,NA,Sigmops gracilis,slender fangjaw,Chordata,Species,Sigmops gracilis,Sigmops,Gonostomatidae,Stomiiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sigmops gracilis,TRUE,TRUE
,,,,,NA,NA,Siliqua,En art knivmusling,Mollusca,Genus,NA,Siliqua,Pharidae,Veneroida,Bivalvia,NA,NA,Animalia,Siliqua sp.,FALSE,TRUE
,,,,,NA,NA,Siliqua,En art knivmusling,Mollusca,Genus,NA,Siliqua,Pharidae,Veneroida,Bivalvia,NA,NA,Animalia,SILIQUA SP.,FALSE,TRUE
NA,NA,NA,Siliqua alta,Alaska razor,NA,NA,Siliqua alta,Alaska razor,Mollusca,Species,Siliqua alta,Siliqua,Pharidae,Veneroida,Bivalvia,NA,NA,Animalia,Siliqua alta,TRUE,TRUE
NA,NA,NA,Siliqua costata,Atlantic razor,NA,NA,Siliqua costata,Atlantic razor,Mollusca,Species,Siliqua costata,Siliqua,Pharidae,Veneroida,Bivalvia,NA,NA,Animalia,SILIQUA COSTATA,TRUE,TRUE
NA,NA,y,Siliqua patula,Pacific razor,NA,NA,Siliqua patula,northern razor,Mollusca,Species,Siliqua patula,Siliqua,Pharidae,Veneroida,Bivalvia,NA,NA,Animalia,Siliqua patula,TRUE,TRUE
,,,,,NA,NA,Simenchelyidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SIMENCHELYIDAE,FALSE,TRUE
n,y,n,Simenchelys parasitica,snubnosed eel,3.68,0.54,Simenchelys parasitica,snubnosed eel,Chordata,Species,Simenchelys parasitica,Simenchelys,Synaphobranchidae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SIMENCHELYS PARASITICA,TRUE,TRUE
n,y,n,Simenchelys parasitica,snubnosed eel,3.68,0.54,Simenchelys parasiticus,NA,Chordata,Species,Simenchelys parasitica,Simenchelys,Synaphobranchidae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SIMENCHELYS PARASITICUS,TRUE,TRUE
NA,NA,y,Sinum perspectivum,white baby ear,NA,NA,Sinum perspectivum,white baby ear,Mollusca,Species,Sinum perspectivum,Sinum,Naticidae,Neotaenioglossa,Gastropoda,NA,NA,Animalia,SIUM PERSPECTIVUM,TRUE,TRUE
,,,,,NA,NA,Sipuncula,peanut worms,Sipuncula,Phylum,NA,NA,NA,NA,NA,NA,NA,Animalia,Sipuncula,FALSE,TRUE
,,,,,NA,NA,Sipunculida,sipunculids,Sipuncula,Family,NA,NA,Sipunculidae,Sipunculiformes,Sipunculidea,NA,NA,Animalia,SIPUNCULIDA,FALSE,TRUE
NA,NA,NA,Chicoreus beauii,NA,NA,NA,Siratus beauii,Beau's Murex,Mollusca,Species,Chicoreus beauii,Chicoreus,Muricidae,Neogastropoda,Gastropoda,NA,NA,Animalia,SIRATUS BEAUII,TRUE,TRUE
,,,,,NA,NA,Sium,common sundial,Streptophyta,genus,NA,Sium,Apiaceae,Apiales,NA,NA,NA,Viridiplantae,SIUM,FALSE,TRUE
NA,NA,NA,Stylocidaris affinis,NA,NA,NA,Slylocidaris affinis,NA,Echinodermata,Species,Stylocidaris affinis,Stylocidaris,Cidaridae,Cidaroida,Echinoidea,NA,Echinozoa,Animalia,STYLOCIDARIS AFFIIS,TRUE,TRUE
,,,,,NA,NA,Solariella,ocellated flounders,Mollusca,genus,NA,Solariella,Trochidae,NA,Gastropoda,NA,NA,Metazoa,Solariella spp.,FALSE,TRUE
NA,NA,NA,Solariella nuda,naked solarelle,NA,NA,Solariella nuda,three-eye flounder,Mollusca,Species,Solariella nuda,Solariella,Trochidae,Archaeogastropoda,Gastropoda,NA,NA,Animalia,Solariella nuda,TRUE,TRUE
NA,NA,NA,Solariella obscura,obscure solarelle,NA,NA,Solariella obscura,obscure solarelle,Mollusca,Species,Solariella obscura,Solariella,Trochidae,Archaeogastropoda,Gastropoda,NA,NA,Animalia,Solariella obscura,TRUE,TRUE
,,,,,NA,NA,Solaster,sea stars,Echinodermata,Genus,NA,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster sp.,FALSE,TRUE
,,,,,NA,NA,Solaster,sea stars,Echinodermata,Genus,NA,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,SOLASTER SP.,FALSE,TRUE
,,,,,NA,NA,Solaster,sea stars,Echinodermata,Genus,NA,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster sp. A (Clark 1997),FALSE,TRUE
,,,,,NA,NA,Solaster,sea stars,Echinodermata,Genus,NA,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster sp. B,FALSE,TRUE
,,,,,NA,NA,Solaster,sea stars,Echinodermata,Genus,NA,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster sp. C (Clark),FALSE,TRUE
,,,,,NA,NA,Solaster,sea stars,Echinodermata,Genus,NA,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster sp. D (Clark),FALSE,TRUE
,,,,,NA,NA,Solaster,sea stars,Echinodermata,Genus,NA,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster sp. E (Clark),FALSE,TRUE
,,,,,NA,NA,Solaster,sea stars,Echinodermata,Genus,NA,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster sp. F (Clark),FALSE,TRUE
,,,,,NA,NA,Solaster,sea stars,Echinodermata,Genus,NA,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster sp. G (Clark),FALSE,TRUE
,,,,,NA,NA,Solaster,sea stars,Echinodermata,Genus,NA,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster spp.,FALSE,TRUE
n,y,y,Solaster dawsoni,morning sun star,4.01,0.6,Solaster dawsoni,morning sunstar,Echinodermata,Species,Solaster dawsoni,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster dawsoni,TRUE,TRUE
n,y,y,Solaster endeca,northern sun star,3,0,Solaster endeca,Violetter Seestern,Echinodermata,Species,Solaster endeca,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster endeca,TRUE,TRUE
n,y,y,Solaster endeca,northern sun star,3,0,Solaster endeca,Violetter Seestern,Echinodermata,Species,Solaster endeca,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,SOLASTER ENDECA,TRUE,TRUE
NA,NA,NA,Solaster exiguus,NA,NA,NA,Solaster exiguus,NA,Echinodermata,Species,Solaster exiguus,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster exiguus,TRUE,TRUE
NA,NA,NA,Solaster hypothrissus,NA,NA,NA,Solaster hypothrissus,NA,Echinodermata,Species,Solaster hypothrissus,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster hypothrissus,TRUE,TRUE
n,y,y,Solaster paxillatus,NA,3.56,0.41,Solaster paxillatus,NA,Echinodermata,Species,Solaster paxillatus,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster paxillatus,TRUE,TRUE
n,y,y,Solaster stimpsoni,striped sun star,3.21,0.14,Solaster stimpsoni,Stimpson's sun star,Echinodermata,Species,Solaster stimpsoni,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,Solaster stimpsoni,TRUE,TRUE
,,,,,NA,NA,Solasteridae,sun stars,Echinodermata,Family,NA,NA,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Animalia,SOLASTERIDAE,FALSE,TRUE
NA,NA,NA,Solecurtus cumingianus,corregate solecurtus,NA,NA,Solecurtus cumingianus,corrugate solecurtus,Mollusca,Species,Solecurtus cumingianus,Solecurtus,Solecurtidae,Veneroida,Bivalvia,NA,NA,Animalia,SOLECURTUS CUMIGIAUS,TRUE,TRUE
,,,,,NA,NA,Solemya,Gulf of Mexico ocellated flounder,Mollusca,genus,NA,Solemya,Solemyidae,Solemyoida,Bivalvia,NA,NA,Metazoa,SOLEMYA,FALSE,TRUE
,,,,,NA,NA,Solemya,Gulf of Mexico ocellated flounder,Mollusca,genus,NA,Solemya,Solemyidae,Solemyoida,Bivalvia,NA,NA,Metazoa,Solemya spp.,FALSE,TRUE
,,,,,NA,NA,Solenocera,shrimps,Arthropoda,Genus,NA,Solenocera,Solenoceridae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SOLEOCERA,FALSE,TRUE
NA,NA,NA,Solenocera atlantidis,dwarf humpback shrimp,NA,NA,Solenocera atlantidis,dwarf humpback shrimp,Arthropoda,Species,Solenocera atlantidis,Solenocera,Solenoceridae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SOLEOCERA ATLATIDIS,TRUE,TRUE
,,,,,NA,NA,Solenogaster,Gulf of Mexico ocellated flounder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solengaster sp.,FALSE,TRUE
NA,NA,NA,Solenolambrus tenellus,NA,NA,NA,Solenolambrus tenellus,NA,Arthropoda,Species,Solenolambrus tenellus,Solenolambrus,Parthenopidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SOLEOLAMBRUS TEELLUS,TRUE,TRUE
NA,NA,NA,NA,NA,NA,NA,Soleocera ecopia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOLEOCERA ECOPIA,TRUE,FALSE
NA,NA,NA,NA,NA,NA,NA,Soleocera vioscai,humpback shrimp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOLEOCERA VIOSCAI,TRUE,TRUE
y,y,y,Somniosus microcephalus,Greenland shark,4.22,0.57,Somniosus microcephalus,Greenland sleeper shark,Chordata,Species,Somniosus microcephalus,Somniosus,Somniosidae,Squaliformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,SOMNIOSUS MICROCEPHALUS,TRUE,TRUE
y,y,y,Somniosus pacificus,pacific sleeper shark,4.36,0.37,Somniosus pacificus,Pacific sleeper shark,Chordata,Species,Somniosus pacificus,Somniosus,Somniosidae,Squaliformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,Somniosus pacificus,TRUE,TRUE
,,,,,NA,NA,Sparidae,bonnet rays,Chordata,family,NA,NA,Sparidae,Spariformes,Actinopteri,Actinopterygii,Craniata,Metazoa,SPARIDAE,FALSE,TRUE
,,,,,NA,NA,Spatanginae,sheepshead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPATAGIDAE,FALSE,TRUE
,,,,,NA,NA,Spatangoida,heart urchins,Echinodermata,Order,NA,NA,NA,Spatangoida,Echinoidea,NA,Echinozoa,Animalia,Spatangoida,FALSE,TRUE
,,,,,NA,NA,Spatangoida,heart urchins,Echinodermata,Order,NA,NA,NA,Spatangoida,Echinoidea,NA,Echinozoa,Animalia,SPATANGOIDA,FALSE,TRUE
NA,NA,NA,Spatangus californicus,NA,NA,NA,Spatangus californicus,NA,Echinodermata,Species,Spatangus californicus,Spatangus,Spatangidae,Spatangoida,Echinoidea,NA,Echinozoa,Animalia,Spatangus californicus,TRUE,TRUE
