"","Taxon","variable","value","Year"
"5235","Limanda aspera","X2004",1,2004
"5236","Limanda proboscidea","X2004",1,2004
"5237","Limanda sakhalinensis","X2004",1,2004
"5238","Platichthys stellatus","X2004",1,2004
"5239","Platichthys stellatus X Pleuronectes quadrituberculatus.","X2004",1,2004
"5240","Psettichthys melanostictus","X2004",3,2004
"5241","Lepidopsetta sp.","X2004",1,2004
"5242","Lepidopsetta polyxystra","X2004",1,2004
"5243","Lepidopsetta bilineata","X2004",2,2004
"5244","Isopsetta isolepis","X2004",1,2004
"5245","Pleuronectes quadrituberculatus","X2004",1,2004
"5246","Pleuronichthys sp.","X2004",3,2004
"5247","Agonidae","X2004",1,2004
"5248","Pallasina barbata","X2004",1,2004
"5249","Percis japonicus","X2004",1,2004
"5250","Leptagonus sp.","X2004",2,2004
"5251","Leptagonus leptorhynchus","X2004",2,2004
"5252","Leptagonus frenatus","X2004",2,2004
"5253","Agonopsis vulsa","X2004",3,2004
"5254","Odontopyxis trispinosa","X2004",3,2004
"5255","Bathyagonus sp.","X2004",2,2004
"5256","Bathyagonus alascanus","X2004",2,2004
"5257","Bathyagonus infraspinatus","X2004",3,2004
"5258","Bathyagonus pentacanthus","X2004",3,2004
"5259","Bathyagonus nigripinnis","X2004",3,2004
"5260","Podothecus accipenserinus","X2004",1,2004
"5261","Podothecus veternus","X2004",1,2004
"5262","Aspidophoroides bartoni","X2004",1,2004
"5263","Aspidophoroides olriki","X2004",2,2004
"5264","Anoplagonus inermis","X2004",3,2004
"5265","Chesnonia verrucosa","X2004",3,2004
"5266","Occella dodecaedron","X2004",1,2004
"5267","Hypsagonus quadricornis","X2004",1,2004
"5268","Ammodytes hexapterus","X2004",1,2004
"5269","Anarrhichthys ocellatus","X2004",3,2004
"5270","Anarhichas orientalis","X2004",1,2004
"5271","Anoplopoma fimbria","X2004",1,2004
"5272","Aulorhynchus flavidus","X2004",3,2004
"5273","Bathymasteridae","X2004",2,2004
"5274","Ronquilus jordani","X2004",3,2004
"5275","Bathymaster signatus","X2004",1,2004
"5276","Clupea pallasi","X2004",1,2004
"5277","Alosa sapidissima","X2004",3,2004
"5278","Cottidae","X2004",1,2004
"5279","Icelinus borealis","X2004",3,2004
"5280","Gymnocanthus sp.","X2004",2,2004
"5281","Gymnocanthus pistilliger","X2004",2,2004
"5282","Gymnocanthus tricuspis","X2004",2,2004
"5283","Gymnocanthus galeatus","X2004",2,2004
"5284","Gymnocanthus detrisus","X2004",2,2004
"5285","Radulinus asprellus","X2004",3,2004
"5286","Artediellus sp.","X2004",2,2004
"5287","Artediellus miacanthus","X2004",3,2004
"5288","Artediellus pacificus","X2004",2,2004
"5289","Artediellus scaber","X2004",3,2004
"5290","Malacocottus sp.","X2004",1,2004
"5291","Malacocottus kincaidi","X2004",3,2004
"5292","Malacocottus zonurus","X2004",1,2004
"5293","Hemilepidotus sp.","X2004",1,2004
"5294","Hemilepidotus gilberti","X2004",3,2004
"5295","Hemilepidotus spinosus","X2004",3,2004
"5296","Hemilepidotus zapus","X2004",3,2004
"5297","Hemilepidotus hemilepidotus","X2004",1,2004
"5298","Hemilepidotus jordani","X2004",1,2004
"5299","Hemilepidotus papilio","X2004",1,2004
"5300","Triglops sp.","X2004",1,2004
"5301","Triglops forficata","X2004",1,2004
"5302","Triglops metopias","X2004",3,2004
"5303","Triglops scepticus","X2004",2,2004
"5304","Triglops pingeli","X2004",2,2004
"5305","Triglops macellus","X2004",2,2004
"5306","Microcottus sellaris","X2004",3,2004
"5307","Myoxocephalus verrucosus","X2004",1,2004
"5308","Myoxocephalus polyacanthocephalus","X2004",1,2004
"5309","Myoxocephalus jaok","X2004",1,2004
"5310","Myoxocephalus stelleri","X2004",3,2004
"5311","Myoxocephalus sp.","X2004",1,2004
"5312","Myoxocephalus quadricornis","X2004",3,2004
"5313","Myoxocephalus scorpioides","X2004",3,2004
"5314","Megalocottus platycephalus","X2004",3,2004
"5315","Leptocottus armatus","X2004",3,2004
"5316","Enophrys sp.","X2004",1,2004
"5317","Enophrys lucasi","X2004",3,2004
"5318","Enophrys diceraus","X2004",1,2004
"5319","Dasycottus setiger","X2004",1,2004
"5320","Psychrolutes paradoxus","X2004",1,2004
"5321","Psychrolutes phrictus","X2004",3,2004
"5322","Blepsias bilobus","X2004",1,2004
"5323","Nautichthys pribilovius","X2004",1,2004
"5324","Nautichthys oculofasciatus","X2004",3,2004
"5325","Hemitripterus bolini","X2004",1,2004
"5326","Eurymen gyrinus","X2004",1,2004
"5327","Icelus spiniger","X2004",1,2004
"5328","Icelus canaliculatus","X2004",3,2004
"5329","Icelus euryops","X2004",3,2004
"5330","Icelus spatula","X2004",1,2004
"5331","Icelus sp.","X2004",1,2004
"5332","Trichodon trichodon","X2004",1,2004
"5333","Microgadus proximus","X2004",3,2004
"5334","Gadus macrocephalus","X2004",1,2004
"5335","Boreogadus saida","X2004",2,2004
"5336","Eleginus gracilis","X2004",1,2004
"5337","Theragra chalcogramma","X2004",1,2004
"5338","Gasterosteus aculeatus","X2004",1,2004
"5339","Pungitius pungitius","X2004",1,2004
"5340","Hexagrammidae","X2004",1,2004
"5341","Pleurogrammus monopterygius","X2004",1,2004
"5342","Hexagrammos sp.","X2004",1,2004
"5343","Hexagrammos octogrammus","X2004",3,2004
"5344","Hexagrammos stelleri","X2004",1,2004
"5345","Hexagrammos lagocephalus","X2004",3,2004
"5346","Hexagrammos decagrammus","X2004",2,2004
"5347","Icosteus aenigmaticus","X2004",1,2004
"5348","Cyclopterinae","X2004",1,2004
"5349","Aptocyclus ventricosus","X2004",1,2004
"5350","Eumicrotremus birulai","X2004",3,2004
"5351","Eumicrotremus orbis","X2004",1,2004
"5352","Eumicrotremus derjugini","X2004",3,2004
"5353","Eumicrotremus andriashevi","X2004",3,2004
"5354","Eumicrotremus sp.","X2004",3,2004
"5355","Cyclopteropsis phrynoides","X2004",3,2004
"5356","Liparidinae","X2004",1,2004
"5357","Crystallichthys cyclospilus","X2004",1,2004
"5358","Liparis sp.","X2004",1,2004
"5359","Liparis fucensis","X2004",3,2004
"5360","Liparis bristolense","X2004",3,2004
"5361","Liparis dennyi","X2004",3,2004
"5362","Liparis gibbus","X2004",1,2004
"5363","Liparis pulchellus","X2004",3,2004
"5364","Liparis ochotensis","X2004",3,2004
"5365","Liparis cyclopus","X2004",3,2004
"5366","Liparis rutteri","X2004",3,2004
"5367","Liparis tunicatus","X2004",3,2004
"5368","Elassodiscus sp.","X2004",3,2004
"5369","Careproctus sp.","X2004",1,2004
"5370","Careproctus melanurus","X2004",3,2004
"5371","Careproctus phasma","X2004",3,2004
"5372","Careproctus cypselurus","X2004",3,2004
"5373","Careproctus furcellus","X2004",3,2004
"5374","Careproctus scottae","X2004",3,2004
"5375","Careproctus gilberti","X2004",3,2004
"5376","Careproctus rastrinus","X2004",1,2004
"5377","Nectoliparis pelagicus","X2004",3,2004
"5378","Myctophidae","X2004",1,2004
"5379","Osmeridae","X2004",1,2004
"5380","Thaleichthys pacificus","X2004",1,2004
"5381","Mallotus villosus","X2004",1,2004
"5382","Osmerus mordax","X2004",1,2004
"5383","Salmonidae","X2004",1,2004
"5384","Oncorhynchus tshawytscha","X2004",1,2004
"5385","Oncorhynchus kisutch","X2004",1,2004
"5386","Oncorhynchus gorbuscha","X2004",1,2004
"5387","Oncorhynchus keta","X2004",1,2004
"5388","Oncorhynchus nerka","X2004",1,2004
"5389","Onchorynchus mykiss","X2004",1,2004
"5390","Salvelinus malma","X2004",1,2004
"5391","Lyconectes aleutensis","X2004",1,2004
"5392","Cryptacanthodes giganteus","X2004",1,2004
"5393","Stichaeidae","X2004",1,2004
"5394","Eumesogrammus praecisus","X2004",1,2004
"5395","Stichaeus punctatus","X2004",2,2004
"5396","Lumpenus sp.","X2004",2,2004
"5397","Lumpenus maculatus","X2004",2,2004
"5398","Lumpenus medius","X2004",2,2004
"5399","Lumpenus fabricii","X2004",2,2004
"5400","Lumpenus sagitta","X2004",2,2004
"5401","Acantholumpenus mackayi","X2004",2,2004
"5402","Lumpenella longirostris","X2004",2,2004
"5403","Chirolophis sp.","X2004",3,2004
"5404","Chirolophis decoratus","X2004",3,2004
"5405","Chirolophis snyderi","X2004",3,2004
"5406","Poroclinus rothrocki","X2004",2,2004
"5407","Pholidae","X2004",3,2004
"5408","Zaprora silenus","X2004",1,2004
"5409","Zoarcidae","X2004",1,2004
"5410","Lycodes sp.","X2004",1,2004
"5411","Lycodes raridens","X2004",1,2004
"5412","Lycodes palearis","X2004",1,2004
"5413","Lycodes mucosus","X2004",3,2004
"5414","Lycodes polaris","X2004",3,2004
"5415","Lycodes turneri","X2004",3,2004
"5416","Lycodes brevipes","X2004",1,2004
"5417","Gymnelus viridis","X2004",3,2004
"5418","roundfish unident.","X2004",1,2004
"5419","Sebastes sp.","X2004",1,2004
"5420","Sebastes aleutianus","X2004",3,2004
"5421","Sebastes melanostictus","X2004",3,2004
"5422","Sebastes alutus","X2004",1,2004
"5423","dusky and dark rockfishes unid","X2004",1,2004
"5424","Sebastes variabilis","X2004",1,2004
"5425","Sebastes crameri","X2004",3,2004
"5426","Sebastes flavidus","X2004",3,2004
"5427","Sebastes polyspinis","X2004",1,2004
"5428","Sebastes variegatus","X2004",1,2004
"5429","fish eggs unident.","X2005",1,2005
"5430","fish larvae unident.","X2005",1,2005
"5431","fish unident.","X2005",1,2005
"5432","Petromyzontidae","X2005",1,2005
"5433","Lampetra tridentata","X2005",2,2005
"5434","Lamna ditropis","X2005",1,2005
"5435","Squalus acanthias","X2005",1,2005
"5436","Somniosus pacificus","X2005",1,2005
"5437","Rajidae unident.","X2005",1,2005
"5438","skate egg case unident.","X2005",1,2005
"5439","Bathyraja sp. egg case","X2005",1,2005
"5440","Raja sp.","X2005",2,2005
"5441","Raja binoculata","X2005",1,2005
"5442","Raja rhina","X2005",3,2005
"5443","Raja stellulata","X2005",3,2005
"5444","Bathyraja sp.","X2005",1,2005
"5445","Bathyraja abyssicola","X2005",3,2005
"5446","Bathyraja interrupta","X2005",1,2005
"5447","Bathyraja interrupta
egg case","X2005",2,2005
"5448","Bathyraja taranetzi","X2005",2,2005
"5449","Bathyraja parmifera","X2005",1,2005
"5450","Bathyraja aleutica","X2005",2,2005
"5451","Bathyraja parmifera
egg case","X2005",2,2005
"5452","Bathyraja maculata","X2005",2,2005
"5453","Bathyraja smirnovi","X2005",3,2005
"5454","Bathyraja violacea","X2005",3,2005
"5455","Pleuronectiformes","X2005",1,2005
"5456","Citharichthys sp.","X2005",3,2005
"5457","Citharichthys sordidus","X2005",3,2005
"5458","Atheresthes stomias","X2005",2,2005
"5459","Atheresthes sp.","X2005",1,2005
"5460","Atheresthes evermanni","X2005",2,2005
"5461","Reinhardtius hippoglossoides","X2005",1,2005
"5462","Hippoglossus stenolepis","X2005",1,2005
"5463","Hippoglossoides sp.","X2005",1,2005
"5464","Hippoglossoides elassodon","X2005",2,2005
"5465","Hippoglossoides robustus","X2005",2,2005
"5466","Lyopsetta exilis","X2005",3,2005
"5467","Lyopsetta glacialis","X2005",3,2005
"5468","Parophrys vetulus","X2005",3,2005
"5469","Microstomus pacificus","X2005",1,2005
"5470","Glyptocephalus zachirus","X2005",1,2005
"5471","Limanda aspera","X2005",1,2005
"5472","Limanda proboscidea","X2005",1,2005
"5473","Limanda sakhalinensis","X2005",1,2005
"5474","Platichthys stellatus","X2005",1,2005
"5475","Platichthys stellatus X Pleuronectes quadrituberculatus.","X2005",1,2005
"5476","Psettichthys melanostictus","X2005",3,2005
"5477","Lepidopsetta sp.","X2005",1,2005
"5478","Lepidopsetta polyxystra","X2005",1,2005
"5479","Lepidopsetta bilineata","X2005",2,2005
"5480","Isopsetta isolepis","X2005",1,2005
"5481","Pleuronectes quadrituberculatus","X2005",1,2005
"5482","Pleuronichthys sp.","X2005",3,2005
"5483","Agonidae","X2005",1,2005
"5484","Pallasina barbata","X2005",1,2005
"5485","Percis japonicus","X2005",1,2005
"5486","Leptagonus sp.","X2005",2,2005
"5487","Leptagonus leptorhynchus","X2005",2,2005
"5488","Leptagonus frenatus","X2005",2,2005
"5489","Agonopsis vulsa","X2005",3,2005
"5490","Odontopyxis trispinosa","X2005",3,2005
"5491","Bathyagonus sp.","X2005",2,2005
"5492","Bathyagonus alascanus","X2005",2,2005
"5493","Bathyagonus infraspinatus","X2005",3,2005
"5494","Bathyagonus pentacanthus","X2005",3,2005
"5495","Bathyagonus nigripinnis","X2005",3,2005
"5496","Podothecus accipenserinus","X2005",1,2005
"5497","Podothecus veternus","X2005",1,2005
"5498","Aspidophoroides bartoni","X2005",1,2005
"5499","Aspidophoroides olriki","X2005",2,2005
"5500","Anoplagonus inermis","X2005",3,2005
"5501","Chesnonia verrucosa","X2005",3,2005
"5502","Occella dodecaedron","X2005",1,2005
"5503","Hypsagonus quadricornis","X2005",1,2005
"5504","Ammodytes hexapterus","X2005",1,2005
"5505","Anarrhichthys ocellatus","X2005",3,2005
"5506","Anarhichas orientalis","X2005",1,2005
"5507","Anoplopoma fimbria","X2005",1,2005
"5508","Aulorhynchus flavidus","X2005",3,2005
"5509","Bathymasteridae","X2005",2,2005
"5510","Ronquilus jordani","X2005",3,2005
"5511","Bathymaster signatus","X2005",1,2005
"5512","Clupea pallasi","X2005",1,2005
"5513","Alosa sapidissima","X2005",3,2005
"5514","Cottidae","X2005",1,2005
"5515","Icelinus borealis","X2005",3,2005
"5516","Gymnocanthus sp.","X2005",2,2005
"5517","Gymnocanthus pistilliger","X2005",2,2005
"5518","Gymnocanthus tricuspis","X2005",2,2005
"5519","Gymnocanthus galeatus","X2005",2,2005
"5520","Gymnocanthus detrisus","X2005",2,2005
"5521","Radulinus asprellus","X2005",3,2005
"5522","Artediellus sp.","X2005",2,2005
"5523","Artediellus miacanthus","X2005",3,2005
"5524","Artediellus pacificus","X2005",2,2005
"5525","Artediellus scaber","X2005",3,2005
"5526","Malacocottus sp.","X2005",1,2005
"5527","Malacocottus kincaidi","X2005",3,2005
"5528","Malacocottus zonurus","X2005",1,2005
"5529","Hemilepidotus sp.","X2005",1,2005
"5530","Hemilepidotus gilberti","X2005",3,2005
"5531","Hemilepidotus spinosus","X2005",3,2005
"5532","Hemilepidotus zapus","X2005",3,2005
"5533","Hemilepidotus hemilepidotus","X2005",1,2005
"5534","Hemilepidotus jordani","X2005",1,2005
"5535","Hemilepidotus papilio","X2005",1,2005
"5536","Triglops sp.","X2005",1,2005
"5537","Triglops forficata","X2005",1,2005
"5538","Triglops metopias","X2005",3,2005
"5539","Triglops scepticus","X2005",2,2005
"5540","Triglops pingeli","X2005",2,2005
"5541","Triglops macellus","X2005",2,2005
"5542","Microcottus sellaris","X2005",3,2005
"5543","Myoxocephalus verrucosus","X2005",1,2005
"5544","Myoxocephalus polyacanthocephalus","X2005",1,2005
"5545","Myoxocephalus jaok","X2005",1,2005
"5546","Myoxocephalus stelleri","X2005",3,2005
"5547","Myoxocephalus sp.","X2005",1,2005
"5548","Myoxocephalus quadricornis","X2005",3,2005
"5549","Myoxocephalus scorpioides","X2005",3,2005
"5550","Megalocottus platycephalus","X2005",3,2005
"5551","Leptocottus armatus","X2005",3,2005
"5552","Enophrys sp.","X2005",1,2005
"5553","Enophrys lucasi","X2005",3,2005
"5554","Enophrys diceraus","X2005",1,2005
"5555","Dasycottus setiger","X2005",1,2005
"5556","Psychrolutes paradoxus","X2005",1,2005
"5557","Psychrolutes phrictus","X2005",3,2005
"5558","Blepsias bilobus","X2005",1,2005
"5559","Nautichthys pribilovius","X2005",1,2005
"5560","Nautichthys oculofasciatus","X2005",3,2005
"5561","Hemitripterus bolini","X2005",1,2005
"5562","Eurymen gyrinus","X2005",1,2005
"5563","Icelus spiniger","X2005",1,2005
"5564","Icelus canaliculatus","X2005",3,2005
"5565","Icelus euryops","X2005",3,2005
"5566","Icelus spatula","X2005",1,2005
"5567","Icelus sp.","X2005",1,2005
"5568","Trichodon trichodon","X2005",1,2005
"5569","Microgadus proximus","X2005",3,2005
"5570","Gadus macrocephalus","X2005",1,2005
"5571","Boreogadus saida","X2005",2,2005
"5572","Eleginus gracilis","X2005",1,2005
"5573","Theragra chalcogramma","X2005",1,2005
"5574","Gasterosteus aculeatus","X2005",1,2005
"5575","Pungitius pungitius","X2005",1,2005
"5576","Hexagrammidae","X2005",1,2005
"5577","Pleurogrammus monopterygius","X2005",1,2005
"5578","Hexagrammos sp.","X2005",1,2005
"5579","Hexagrammos octogrammus","X2005",3,2005
"5580","Hexagrammos stelleri","X2005",1,2005
"5581","Hexagrammos lagocephalus","X2005",3,2005
"5582","Hexagrammos decagrammus","X2005",2,2005
"5583","Icosteus aenigmaticus","X2005",1,2005
"5584","Cyclopterinae","X2005",1,2005
"5585","Aptocyclus ventricosus","X2005",1,2005
"5586","Eumicrotremus birulai","X2005",3,2005
"5587","Eumicrotremus orbis","X2005",1,2005
"5588","Eumicrotremus derjugini","X2005",3,2005
"5589","Eumicrotremus andriashevi","X2005",3,2005
"5590","Eumicrotremus sp.","X2005",3,2005
"5591","Cyclopteropsis phrynoides","X2005",3,2005
"5592","Liparidinae","X2005",1,2005
"5593","Crystallichthys cyclospilus","X2005",1,2005
"5594","Liparis sp.","X2005",1,2005
"5595","Liparis fucensis","X2005",3,2005
"5596","Liparis bristolense","X2005",3,2005
"5597","Liparis dennyi","X2005",3,2005
"5598","Liparis gibbus","X2005",1,2005
"5599","Liparis pulchellus","X2005",3,2005
"5600","Liparis ochotensis","X2005",3,2005
"5601","Liparis cyclopus","X2005",3,2005
"5602","Liparis rutteri","X2005",3,2005
"5603","Liparis tunicatus","X2005",3,2005
"5604","Elassodiscus sp.","X2005",3,2005
"5605","Careproctus sp.","X2005",1,2005
"5606","Careproctus melanurus","X2005",3,2005
"5607","Careproctus phasma","X2005",3,2005
"5608","Careproctus cypselurus","X2005",3,2005
"5609","Careproctus furcellus","X2005",3,2005
"5610","Careproctus scottae","X2005",3,2005
"5611","Careproctus gilberti","X2005",3,2005
"5612","Careproctus rastrinus","X2005",1,2005
"5613","Nectoliparis pelagicus","X2005",3,2005
"5614","Myctophidae","X2005",1,2005
"5615","Osmeridae","X2005",1,2005
"5616","Thaleichthys pacificus","X2005",1,2005
"5617","Mallotus villosus","X2005",1,2005
"5618","Osmerus mordax","X2005",1,2005
"5619","Salmonidae","X2005",1,2005
"5620","Oncorhynchus tshawytscha","X2005",1,2005
"5621","Oncorhynchus kisutch","X2005",1,2005
"5622","Oncorhynchus gorbuscha","X2005",1,2005
"5623","Oncorhynchus keta","X2005",1,2005
"5624","Oncorhynchus nerka","X2005",1,2005
"5625","Onchorynchus mykiss","X2005",1,2005
"5626","Salvelinus malma","X2005",1,2005
"5627","Lyconectes aleutensis","X2005",1,2005
"5628","Cryptacanthodes giganteus","X2005",1,2005
"5629","Stichaeidae","X2005",1,2005
"5630","Eumesogrammus praecisus","X2005",1,2005
"5631","Stichaeus punctatus","X2005",2,2005
"5632","Lumpenus sp.","X2005",2,2005
"5633","Lumpenus maculatus","X2005",2,2005
"5634","Lumpenus medius","X2005",2,2005
"5635","Lumpenus fabricii","X2005",2,2005
"5636","Lumpenus sagitta","X2005",2,2005
"5637","Acantholumpenus mackayi","X2005",2,2005
"5638","Lumpenella longirostris","X2005",2,2005
"5639","Chirolophis sp.","X2005",3,2005
"5640","Chirolophis decoratus","X2005",3,2005
"5641","Chirolophis snyderi","X2005",3,2005
"5642","Poroclinus rothrocki","X2005",2,2005
"5643","Pholidae","X2005",3,2005
"5644","Zaprora silenus","X2005",1,2005
"5645","Zoarcidae","X2005",1,2005
"5646","Lycodes sp.","X2005",1,2005
"5647","Lycodes raridens","X2005",1,2005
"5648","Lycodes palearis","X2005",1,2005
"5649","Lycodes mucosus","X2005",3,2005
"5650","Lycodes polaris","X2005",3,2005
"5651","Lycodes turneri","X2005",3,2005
"5652","Lycodes brevipes","X2005",1,2005
"5653","Gymnelus viridis","X2005",3,2005
"5654","roundfish unident.","X2005",1,2005
"5655","Sebastes sp.","X2005",1,2005
"5656","Sebastes aleutianus","X2005",3,2005
"5657","Sebastes melanostictus","X2005",3,2005
"5658","Sebastes alutus","X2005",1,2005
"5659","dusky and dark rockfishes unid","X2005",1,2005
"5660","Sebastes variabilis","X2005",1,2005
"5661","Sebastes crameri","X2005",3,2005
"5662","Sebastes flavidus","X2005",3,2005
"5663","Sebastes polyspinis","X2005",1,2005
"5664","Sebastes variegatus","X2005",1,2005
"5665","fish eggs unident.","X2006",1,2006
"5666","fish larvae unident.","X2006",1,2006
"5667","fish unident.","X2006",1,2006
"5668","Petromyzontidae","X2006",1,2006
"5669","Lampetra tridentata","X2006",2,2006
"5670","Lamna ditropis","X2006",1,2006
"5671","Squalus acanthias","X2006",1,2006
"5672","Somniosus pacificus","X2006",1,2006
"5673","Rajidae unident.","X2006",1,2006
"5674","skate egg case unident.","X2006",1,2006
"5675","Bathyraja sp. egg case","X2006",1,2006
"5676","Raja sp.","X2006",1,2006
