"","Taxon","variable","value","Year"
"12156","Pentamera sp.","X2003",3,2003
"12157","Bathyplotes sp.","X2003",3,2003
"12158","Cucumaria sp.","X2003",1,2003
"12159","Cucumaria fallax","X2003",1,2003
"12160","Cucumaria frondosa","X2003",3,2003
"12161","Psolus sp.","X2003",1,2003
"12162","Psolus fabricii","X2003",3,2003
"12163","Psolus squamatus","X2003",3,2003
"12164","Synallactes challengeri","X2003",3,2003
"12165","Foraminifera","X2003",3,2003
"12166","Porifera","X2003",1,2003
"12167","vase sponge unident.","X2003",3,2003
"12168","Suberites sp.","X2003",1,2003
"12169","Suberites ficus","X2003",3,2003
"12170","Aphrocallistes vastus","X2003",3,2003
"12171","Mycale loveni","X2003",1,2003
"12172","Halichondria panicea","X2003",3,2003
"12173","Phakellia cribrosa","X2003",3,2003
"12174","scapula sponge","X2003",3,2003
"12175","Myxilla incrustans","X2003",3,2003
"12176","Leucosolenia blanca","X2003",3,2003
"12177","Tethya sp.","X2003",3,2003
"12178","stone sponge","X2003",3,2003
"12179","Polymastia fluegeli","X2003",3,2003
"12180","Latrunculia sp. A (Clark 2006)","X2003",3,2003
"12181","Hexactinellida","X2003",3,2003
"12182","Platyhelminthes","X2003",3,2003
"12183","Polycladida","X2003",3,2003
"12184","Nemertea","X2003",3,2003
"12185","Priapula","X2003",3,2003
"12186","Nematoda","X2003",3,2003
"12187","Sipuncula","X2003",2,2003
"12188","Echiura","X2003",3,2003
"12189","Phoronida","X2003",3,2003
"12190","Bryozoa unident.","X2003",2,2003
"12191","Leieschara orientalis","X2003",3,2003
"12192","bryozoan sp. A unident.","X2003",3,2003
"12193","Bugula californica","X2003",3,2003
"12194","Eucratea loricata","X2003",3,2003
"12195","Flustra serrulata","X2003",3,2003
"12196","Flustrellidra corniculata","X2003",3,2003
"12197","Alcyonidium pedunculatum","X2003",3,2003
"12198","Porella compressa","X2003",3,2003
"12199","Escharopsis sarsi","X2003",3,2003
"12200","Rhamphostomella costata","X2003",2,2003
"12201","Cellepora ventricosa","X2003",3,2003
"12202","Dendrobeania sp.","X2003",3,2003
"12203","brachiopod unident.","X2003",1,2003
"12204","Hemithyridae","X2003",3,2003
"12205","Laqueus californianus","X2003",3,2003
"12206","Ascidian unident.","X2003",1,2003
"12207","Ascidian n. sp. A","X2003",3,2003
"12208","Ascidian n. sp. B","X2003",3,2003
"12209","Thaliacea unident.","X2003",2,2003
"12210","Styela sp.","X2003",1,2003
"12211","Styela rustica","X2003",1,2003
"12212","Boltenia sp.","X2003",1,2003
"12213","Boltenia ovifera","X2003",1,2003
"12214","Halocynthia sp.","X2003",1,2003
"12215","Halocynthia aurantium","X2003",1,2003
"12216","Aplidium californicum","X2003",3,2003
"12217","compound ascidian unident.","X2003",1,2003
"12218","Amaroucium soldatovi","X2003",3,2003
"12219","Chelyosoma orientale","X2003",3,2003
"12220","Aplidium sp.","X2003",1,2003
"12221","Aplidium n. sp. a","X2003",3,2003
"12222","Synoicum sp.","X2003",3,2003
"12223","Molgula sp.","X2003",3,2003
"12224","Molgula grifithsii","X2003",3,2003
"12225","Molgula retortiformis","X2003",3,2003
"12226","invertebrate unident.","X2003",1,2003
"12227","invert. eggs unident.","X2003",1,2003
"12228","empty bivalve shells","X2003",1,2003
"12229","empty gastropod shells","X2003",1,2003
"12230","unsorted debris","X2003",1,2003
"12231","Polychaete tubes","X2003",1,2003
"12232","unsorted shab","X2003",1,2003
"12233","Hydrozoa","X2004",1,2004
"12234","hydroid unident.","X2004",2,2004
"12235","Hydroid sp. A","X2004",3,2004
"12236","Hydractinia sp.","X2004",3,2004
"12237","Sertularia robusta","X2004",3,2004
"12238","Scyphozoa","X2004",1,2004
"12239","Chrysaora sp.","X2004",1,2004
"12240","Chrysaora melanaster","X2004",1,2004
"12241","Phacellophora camtschatica","X2004",1,2004
"12242","Aequorea sp.","X2004",3,2004
"12243","Phacellophora sp.","X2004",1,2004
"12244","Aurelia sp.","X2004",1,2004
"12245","Aurelia labiata","X2004",3,2004
"12246","Cyanea sp.","X2004",1,2004
"12247","Cyanea capillata","X2004",1,2004
"12248","Anthozoa","X2004",2,2004
"12249","Alcyonacea","X2004",2,2004
"12250","Gersemia sp.","X2004",1,2004
"12251","Gersemia rubiformis","X2004",3,2004
"12252","Gorgonacea","X2004",2,2004
"12253","Paragorgia sp.","X2004",1,2004
"12254","Paragorgia arborea","X2004",2,2004
"12255","Pennatulacea","X2004",1,2004
"12256","Virgularia sp.","X2004",3,2004
"12257","Virgularidae","X2004",1,2004
"12258","Stylatula sp.","X2004",3,2004
"12259","Halipteris sp.","X2004",3,2004
"12260","Halipteris finmarchia","X2004",3,2004
"12261","Halipteris willemoesi","X2004",3,2004
"12262","Actiniaria","X2004",1,2004
"12263","Actinauge verrillii","X2004",2,2004
"12264","Metridium sp.","X2004",1,2004
"12265","Metridium senile","X2004",3,2004
"12266","Metridium farcimen (=Metridium giganteum)","X2004",3,2004
"12267","Stomphia didemon","X2004",3,2004
"12268","Stomphia sp.","X2004",3,2004
"12269","Stomphia coccinea","X2004",3,2004
"12270","Urticina sp.","X2004",3,2004
"12271","Urticina crassicornis","X2004",3,2004
"12272","Urticina lofotensis","X2004",3,2004
"12273","Urticina columbiana","X2004",3,2004
"12274","Bathyphelia australis","X2004",3,2004
"12275","Cribrinopsis fernaldi","X2004",3,2004
"12276","Liponema brevicornis","X2004",1,2004
"12277","Actinostolidae","X2004",1,2004
"12278","Scleractinia unident.","X2004",3,2004
"12279","Amphilaphis sp.","X2004",2,2004
"12280","Ctenophora","X2004",1,2004
"12281","Beroe sp.","X2004",3,2004
"12282","Polychaeta","X2004",1,2004
"12283","worm unident.","X2004",1,2004
"12284","Eunice valens","X2004",3,2004
"12285","tube worm unident.","X2004",1,2004
"12286","Aphroditidae","X2004",1,2004
"12287","Aphrodita sp.","X2004",1,2004
"12288","Aphrodita negligens","X2004",3,2004
"12289","Nephtyidae unident.","X2004",3,2004
"12290","Nereidae","X2004",3,2004
"12291","Nereis sp.","X2004",3,2004
"12292","Cheilonereis cyclurus","X2004",3,2004
"12293","Polynoidae","X2004",1,2004
"12294","Eunoe sp.","X2004",1,2004
"12295","Eunoe nodosa","X2004",2,2004
"12296","Eunoe depressa","X2004",2,2004
"12297","Sabellidae","X2004",3,2004
"12298","Serpula vermicularis","X2004",3,2004
"12299","Serpula columbiana","X2004",3,2004
"12300","Serpula sp.","X2004",3,2004
"12301","Hirudinea unident.","X2004",1,2004
"12302","Carcinobdella
sp.","X2004",3,2004
"12303","Notostombdella (=Carcinobdella) cyclostoma","X2004",3,2004
"12304","Amphipoda","X2004",1,2004
"12305","Gammaridae","X2004",1,2004
"12306","Caprella sp.","X2004",1,2004
"12307","Isopoda","X2004",1,2004
"12308","Saduria entomon","X2004",3,2004
"12309","Mysidacea","X2004",2,2004
"12310","Cirripedia","X2004",1,2004
"12311","Thoracica","X2004",1,2004
"12312","Balanus sp.","X2004",1,2004
"12313","Balanus balanus","X2004",3,2004
"12314","Balanus evermanni","X2004",3,2004
"12315","Balanus hesperius","X2004",3,2004
"12316","Balanus rostratus","X2004",3,2004
"12317","shrimp unident.","X2004",1,2004
"12318","Pandalidae","X2004",1,2004
"12319","Pandalus sp.","X2004",2,2004
"12320","Pandalus jordani","X2004",3,2004
"12321","Pandalus borealis","X2004",2,2004
"12322","Pandalus tridens","X2004",2,2004
"12323","Pandalus platyceros","X2004",2,2004
"12324","Pandalus goniurus","X2004",2,2004
"12325","Pandalus hypsinotus","X2004",2,2004
"12326","Pandalopsis dispar","X2004",3,2004
"12327","Hippolytidae","X2004",1,2004
"12328","Spirontocaris sp.","X2004",2,2004
"12329","Spirontocaris arcuata","X2004",2,2004
"12330","Spirontocaris lamellicornis","X2004",2,2004
"12331","Eualus sp.","X2004",2,2004
"12332","Eualus barbatus","X2004",3,2004
"12333","Eualus fabricii","X2004",3,2004
"12334","Eualus gaimardii","X2004",3,2004
"12335","Eualus macilentus","X2004",3,2004
"12336","Eualus suckleyi","X2004",3,2004
"12337","Lebbeus sp.","X2004",3,2004
"12338","Lebbeus groenlandicus","X2004",2,2004
"12339","Lebbeus polaris","X2004",3,2004
"12340","Crangonidae","X2004",1,2004
"12341","Crangon sp.","X2004",2,2004
"12342","Crangon abyssorum","X2004",3,2004
"12343","Crangon alaskensis","X2004",3,2004
"12344","Crangon communis","X2004",2,2004
"12345","Crangon dalli","X2004",2,2004
"12346","Crangon septemspinosa","X2004",2,2004
"12347","Lissocrangon stylirostris","X2004",3,2004
"12348","Sclerocrangon
sp.","X2004",3,2004
"12349","Sclerocrangon boreas","X2004",3,2004
"12350","Argis sp.","X2004",2,2004
"12351","Argis alaskensis","X2004",3,2004
"12352","Argis dentata","X2004",3,2004
"12353","Argis lar","X2004",3,2004
"12354","Argis crassa","X2004",3,2004
"12355","Argis levior","X2004",3,2004
"12356","crab unident.","X2004",1,2004
"12357","Cancer sp.","X2004",1,2004
"12358","Cancer magister","X2004",1,2004
"12359","Cancer oregonensis","X2004",1,2004
"12360","Cancer productus","X2004",3,2004
"12361","Oregonia gracilis","X2004",1,2004
"12362","Chionoecetes sp.","X2004",1,2004
"12363","Chionoecetes tanneri","X2004",1,2004
"12364","Chionoecetes bairdi","X2004",1,2004
"12365","Chionoecetes angulatus","X2004",1,2004
"12366","Chionoecetes opilio","X2004",1,2004
"12367","Chionoecetes
hybrid","X2004",1,2004
"12368","Hyas sp.","X2004",1,2004
"12369","Hyas coarctatus","X2004",1,2004
"12370","Hyas lyratus","X2004",1,2004
"12371","Telmessus cheiragonus","X2004",1,2004
"12372","Paguridae","X2004",1,2004
"12373","Labidochirus splendescens","X2004",1,2004
"12374","Pagurus sp.","X2004",1,2004
"12375","Pagurus brandti","X2004",3,2004
"12376","Pagurus aleuticus","X2004",2,2004
"12377","Pagurus confragosus","X2004",2,2004
"12378","Pagurus cornutus","X2004",2,2004
"12379","Pagurus dalli","X2004",2,2004
"12380","Pagurus kennerlyi","X2004",2,2004
"12381","Pagurus trigonocheirus","X2004",2,2004
"12382","Pagurus beringanus","X2004",2,2004
"12383","Pagurus ochotensis","X2004",2,2004
"12384","Pagurus rathbuni","X2004",2,2004
"12385","Pagurus tanneri","X2004",2,2004
"12386","Pagurus capillatus","X2004",2,2004
"12387","Elassochirus tenuimanus","X2004",2,2004
"12388","Elassochirus cavimanus","X2004",2,2004
"12389","Elassochirus gilli","X2004",3,2004
"12390","Lithodes aequispina","X2004",1,2004
"12391","Dermaturus mandti","X2004",1,2004
"12392","Hapalogaster sp.","X2004",1,2004
"12393","Hapalogaster grebnitzkii","X2004",1,2004
"12394","Phyllolithodes papillosus","X2004",3,2004
"12395","Paralithodes camtschaticus","X2004",1,2004
"12396","Paralithodes platypus","X2004",1,2004
"12397","Placetron wosnessenskii","X2004",1,2004
"12398","Erimacrus isenbeckii","X2004",1,2004
"12399","Pugettia sp.","X2004",3,2004
"12400","Pugettia gracilis","X2004",3,2004
"12401","Mollusca","X2004",1,2004
"12402","Polyplacophora unident.","X2004",1,2004
"12403","Amicula vestita","X2004",1,2004
"12404","Nudibranchia unident.","X2004",1,2004
"12405","Onchidoris bilamellata","X2004",3,2004
"12406","Tochuina tetraquetra","X2004",3,2004
"12407","Dendronotus sp.","X2004",3,2004
"12408","Dendronotus frondosus","X2004",3,2004
"12409","Dendronotus subramosus","X2004",3,2004
"12410","Chlamylla sp.","X2004",3,2004
"12411","Tritonia diomedea","X2004",3,2004
"12412","Tritonia sp.","X2004",3,2004
"12413","Anisodoris nobilis","X2004",3,2004
"12414","dorid nudibranch unident.","X2004",3,2004
"12415","Archidoris odhneri","X2004",3,2004
"12416","limpet unident.","X2004",3,2004
"12417","Gastropod unident.","X2004",1,2004
"12418","gastropod eggs","X2004",1,2004
"12419","Buccinum sp.
eggs","X2004",1,2004
"12420","Neptunea sp. eggs","X2004",1,2004
"12421","Asterophila japonica","X2004",3,2004
"12422","Naticidae","X2004",1,2004
"12423","Naticidae eggs","X2004",1,2004
"12424","Cryptonatica
sp.","X2004",3,2004
"12425","Cryptonatica aleutica","X2004",3,2004
"12426","Cryptonatica affinis","X2004",3,2004
"12427","Natica sp.","X2004",3,2004
"12428","Natica clausa","X2004",3,2004
"12429","Natica russa","X2004",3,2004
"12430","Euspira sp.","X2004",3,2004
"12431","Euspira lewisi","X2004",3,2004
"12432","Euspira pallidus","X2004",3,2004
"12433","Lamellaria sp.","X2004",3,2004
"12434","Onchidiopsis glacialis","X2004",3,2004
"12435","Onchidiopsis sp. B (Clark & McLean)","X2004",3,2004
"12436","Capulacmaea commoda","X2004",3,2004
"12437","Tachyrhynchus erosus","X2004",1,2004
"12438","Crepidula sp.","X2004",1,2004
"12439","Crepidula grandis","X2004",1,2004
"12440","Colus sp.","X2004",3,2004
"12441","Colus herendeenii","X2004",3,2004
"12442","Colus hypolispus","X2004",3,2004
"12443","Colus ombronius","X2004",3,2004
"12444","Colus roseus","X2004",3,2004
"12445","Colus esychus","X2004",3,2004
"12446","Colus spitzbergensis","X2004",3,2004
"12447","Colus aphelus","X2004",3,2004
"12448","Colus halli","X2004",3,2004
"12449","Colus datuzenbergii","X2004",3,2004
"12450","Colus bristolensis","X2004",3,2004
"12451","Pyrulofusus sp.","X2004",1,2004
"12452","Pyrulofusus deformis","X2004",1,2004
"12453","Pyrulofusus harpa","X2004",1,2004
"12454","Pyrulofusus melonis","X2004",1,2004
"12455","Volutopsius sp.","X2004",3,2004
"12456","Volutopsius sp. eggs","X2004",1,2004
"12457","Volutopsius fragilis","X2004",3,2004
"12458","Volutopsius filosus","X2004",3,2004
"12459","Volutopsius castaneus","X2004",3,2004
"12460","Volutopsius simplex","X2004",3,2004
"12461","Volutopsius stefanssoni","X2004",3,2004
"12462","Volutopsius middendorffii","X2004",3,2004
"12463","Volutopsius trophonius","X2004",3,2004
"12464","Volutopsius callorhinus","X2004",3,2004
"12465","Beringius sp.","X2004",3,2004
"12466","Beringius kennicottii","X2004",3,2004
"12467","Beringius frielei","X2004",3,2004
"12468","Beringius beringii","X2004",3,2004
"12469","Beringius stimpsoni","X2004",3,2004
"12470","Beringius crebricostatus","X2004",3,2004
"12471","Beringius undatus","X2004",3,2004
"12472","Neptunea sp.","X2004",3,2004
"12473","Neptunea amianta","X2004",3,2004
"12474","Neptunea smirnia","X2004",3,2004
"12475","Neptunea pribiloffensis","X2004",3,2004
"12476","Neptunea tabulata","X2004",3,2004
"12477","Neptunea borealis","X2004",3,2004
"12478","Neptunea lyrata","X2004",3,2004
"12479","Neptunea ventricosa","X2004",3,2004
"12480","Neptunea insularis","X2004",3,2004
"12481","Neptunea heros","X2004",3,2004
"12482","Neptunea magna","X2004",3,2004
"12483","Neptunea sp. D (Clark & McLean)","X2004",3,2004
"12484","Plicifusus sp.","X2004",3,2004
"12485","Plicifusus incisus","X2004",3,2004
"12486","Plicifusus kroyeri","X2004",3,2004
"12487","Plicifusus oceanodromae","X2004",3,2004
"12488","Plicifusus griseus","X2004",3,2004
"12489","Liomesus sp.","X2004",3,2004
"12490","Liomesus ooides","X2004",3,2004
"12491","Ancistrolepis sp.","X2004",3,2004
"12492","Antiplanes sp.","X2004",3,2004
"12493","Aforia sp.","X2004",1,2004
"12494","Aforia goodei","X2004",3,2004
"12495","Aforia circinata","X2004",1,2004
"12496","Boreoscala groenlandica","X2004",2,2004
"12497","Oenopota sp.","X2004",3,2004
"12498","Oenopota harpa","X2004",3,2004
"12499","Trichotropidae","X2004",3,2004
"12500","Trichotropis coronata","X2004",3,2004
"12501","Trichotropis bicarinata","X2004",3,2004
"12502","Boreotrophon beringi","X2004",3,2004
"12503","Boreotrophon alaskanus","X2004",3,2004
"12504","Boreotrophon coronatus","X2004",3,2004
"12505","Boreotrophon clathratus","X2004",3,2004
"12506","Boreotrophon sp.","X2004",3,2004
"12507","Boreotrophon pacificus","X2004",3,2004
"12508","Fusitriton oregonensis","X2004",1,2004
"12509","Fusitriton sp.","X2004",1,2004
"12510","trochid unident.","X2004",3,2004
"12511","Margarites sp.","X2004",3,2004
"12512","Margarites pupillus","X2004",3,2004
"12513","Margarites giganteus","X2004",3,2004
"12514","Margarites argentatus","X2004",3,2004
"12515","Margarites costalis","X2004",3,2004
"12516","Solariella obscura","X2004",3,2004
"12517","Buccinum sp.","X2004",1,2004
"12518","Buccinum angulosum","X2004",3,2004
"12519","Buccinum oedematum","X2004",3,2004
"12520","Buccinum plectrum","X2004",3,2004
"12521","Buccinum scalariforme","X2004",3,2004
"12522","Buccinum polare","X2004",3,2004
"12523","Buccinum solenum","X2004",3,2004
"12524","Buccinum ciliatum","X2004",3,2004
"12525","Buccinum glaciale","X2004",3,2004
"12526","Buccinum tenellum","X2004",3,2004
"12527","Buccinum tricarinatum","X2004",3,2004
"12528","Arctomelon sp.","X2004",3,2004
"12529","Arctomelon stearnsii","X2004",3,2004
"12530","Arctomelon tamikoae","X2004",3,2004
"12531","Volutomitra alaskana","X2004",3,2004
"12532","Velutina undata","X2004",3,2004
"12533","Velutina plicatilis","X2004",3,2004
"12534","Velutina conica","X2004",3,2004
"12535","Velutina prolongata","X2004",3,2004
"12536","Velutina velutina","X2004",3,2004
"12537","Velutina sp.","X2004",3,2004
"12538","Admete laevior","X2004",3,2004
"12539","Admete regina","X2004",3,2004
"12540","Cylichna alba","X2004",3,2004
"12541","Bivalvia unident.","X2004",1,2004
"12542","Mytilidae","X2004",1,2004
"12543","Modiolus modiolus","X2004",3,2004
"12544","Mytilus sp.","X2004",3,2004
"12545","Mytilus edulis","X2004",3,2004
"12546","Pectinid unident.","X2004",1,2004
"12547","Chlamys sp.","X2004",1,2004
"12548","Chlamys behringiana","X2004",3,2004
"12549","Chlamys rubida","X2004",3,2004
"12550","Chlamys pseudoislandica","X2004",3,2004
"12551","Patinopecten caurinus","X2004",1,2004
"12552","Parvamussium alaskense","X2004",3,2004
"12553","Cyclopecten sp.","X2004",3,2004
"12554","Hiatella sp.","X2004",3,2004
"12555","Hiatella arctica","X2004",3,2004
"12556","Panomya arctica","X2004",3,2004
"12557","Panomya norvegica","X2004",3,2004
"12558","Nucula tenuis","X2004",3,2004
"12559","Yoldia sp.","X2004",3,2004
"12560","Yoldia seminuda","X2004",3,2004
"12561","Yoldia myalis","X2004",3,2004
"12562","Yoldia thraciaeformis","X2004",3,2004
"12563","Yoldia hyperborea","X2004",3,2004
"12564","Portlandia sp.","X2004",3,2004
"12565","Nuculana sp.","X2004",3,2004
"12566","Nuculana pernula","X2004",3,2004
"12567","Nuculana fossa","X2004",3,2004
"12568","Nuculana buccata","X2004",3,2004
"12569","Musculus sp.","X2004",3,2004
"12570","Musculus niger","X2004",3,2004
"12571","Musculus discors","X2004",1,2004
"12572","Musculus olivaceus","X2004",3,2004
"12573","Crenella seminuda","X2004",3,2004
"12574","Astarte crenata","X2004",3,2004
"12575","Astarte sp.","X2004",3,2004
"12576","Astarte borealis","X2004",3,2004
"12577","Astarte polaris","X2004",3,2004
"12578","Tridonta rollandi","X2004",3,2004
"12579","Cardita sp.","X2004",3,2004
"12580","Carditidae","X2004",3,2004
"12581","Cyclocardia crassidens","X2004",3,2004
"12582","Cyclocardia crebricostata","X2004",3,2004
"12583","Cyclocardia sp.","X2004",3,2004
"12584","Kellia laperousii","X2004",3,2004
"12585","cockle unident.","X2004",3,2004
"12586","Clinocardium sp.","X2004",3,2004
"12587","Clinocardium nuttallii","X2004",3,2004
"12588","Clinocardium ciliatum","X2004",3,2004
"12589","Clinocardium californiense","X2004",3,2004
"12590","Clinocardium blandum","X2004",3,2004
"12591","Saxidomus nuttalli","X2004",3,2004
"12592","Saxidomus giganteus","X2004",3,2004
"12593","Protothaca staminea","X2004",3,2004
"12594","Liocyma fluctosa","X2004",3,2004
"12595","Mactromeris sp.","X2004",2,2004
"12596","Mactromeris polynyma","X2004",2,2004
"12597","Tellina sp.","X2004",2,2004
"12598","Tellina nuculoides","X2004",2,2004
